Game No.,Player 1,Player 2,Player 3
151,34.437088,33.112583,32.45033
152,34.210526,32.894737,32.894737
153,33.98693,32.67974,33.333336
154,33.766235,32.467533,33.766235
155,33.54839,32.258064,34.19355
156,33.974358,32.051285,33.974358
157,34.394905,31.847134,33.75796
158,34.177216,31.645569,34.177216
159,33.962265,31.44654,34.591194
160,34.375,31.25,34.375
161,34.16149,31.0559,34.782608
162,33.95062,31.48148,34.5679
163,33.742332,31.288343,34.969322
164,33.536587,31.707317,34.756096
165,33.333336,31.515152,35.151516
166,33.13253,31.325302,35.542168
167,32.93413,31.137726,35.928146
168,33.333336,30.952381,35.714287
169,33.72781,30.769232,35.50296
170,33.52941,31.176472,35.294117
171,33.333336,31.578945,35.08772
172,33.139534,31.976744,34.88372
173,32.947975,31.791908,35.260117
174,33.333336,31.609196,35.05747
175,33.714287,31.428572,34.857143
176,34.090908,31.25,34.659092
177,34.463276,31.073444,34.463276
178,34.269665,31.460676,34.269665
179,34.078213,31.843576,34.078213
180,33.88889,31.666666,34.444447
181,34.254143,31.491713,34.254143
182,34.065933,31.318682,34.615387
183,33.87978,31.14754,34.972675
184,34.239132,30.97826,34.782608
185,34.054054,31.351353,34.594597
186,33.870968,31.182796,34.946236
187,33.68984,31.016043,35.294117
188,34.042553,30.851063,35.10638
189,34.391533,30.68783,34.920635
190,34.210526,30.526316,35.263157
191,34.031414,30.366493,35.602097
192,34.375,30.208334,35.416664
193,34.19689,30.569946,35.233162
194,34.536083,30.41237,35.051544
195,34.358974,30.25641,35.384617
196,34.69388,30.102041,35.204082
197,34.517765,30.456852,35.025383
198,34.343433,30.808083,34.848484
199,34.170853,31.15578,34.673367
200,34.0,31.0,35.0
201,33.830845,30.84577,35.323383
202,34.158413,30.69307,35.148518
203,33.990147,31.034481,34.975372
204,33.82353,31.372551,34.80392
205,33.65854,31.707317,34.634148
206,33.495148,32.038834,34.46602
207,33.333336,31.88406,34.782608
208,33.653847,31.730768,34.615387
209,33.97129,31.578945,34.44976
210,34.285717,31.428572,34.285717
211,34.123222,31.279621,34.597157
212,33.962265,31.603775,34.43396
213,33.802814,31.924883,34.2723
214,34.11215,31.775702,34.11215
215,33.953487,31.627909,34.418602
216,34.25926,31.48148,34.25926
217,34.562214,31.336407,34.101383
218,34.862385,31.192661,33.944954
219,34.703194,31.050228,34.246574
220,34.545456,31.363636,34.090908
221,34.38914,31.67421,33.936653
222,34.684685,31.53153,33.783783
223,34.977577,31.390133,33.632286
224,35.267857,31.25,33.482143
225,35.555557,31.111113,33.333336
226,35.39823,30.973452,33.62832
227,35.68282,30.837006,33.480175
228,35.526314,30.701754,33.77193
229,35.80786,30.567684,33.624454
230,35.652172,30.434782,33.913044
231,35.497837,30.735931,33.766235
232,35.344826,31.034481,33.62069
233,35.62232,30.901289,33.476395
234,35.470085,30.769232,33.760685
235,35.31915,31.063831,33.617023
236,35.16949,31.355932,33.474575
237,35.021095,31.223627,33.755276
238,34.87395,31.512606,33.613445
239,35.146442,31.380753,33.472805
240,35.0,31.666666,33.333336
241,34.854774,31.950209,33.195023
242,35.12397,31.818182,33.05785
243,34.979424,32.098763,32.92181
244,34.836067,32.37705,32.786884
245,34.69388,32.244896,33.061226
246,34.95935,32.11382,32.92683
247,34.817814,31.983805,33.19838
248,34.677418,31.854837,33.467743
249,34.93976,31.72691,33.333336
250,34.8,31.600002,33.6
251,34.661354,31.474104,33.864544
252,34.523808,31.746033,33.73016
253,34.782608,31.620554,33.596836
254,35.03937,31.496063,33.464565
255,34.901962,31.372551,33.72549
256,34.765625,31.25,33.984375
257,34.63035,31.51751,33.85214
258,34.88372,31.39535,33.720932
259,35.135136,31.274132,33.590733
260,35.0,31.538464,33.461536
261,34.865902,31.800764,33.333336
262,34.732826,31.679388,33.587788
263,34.60076,31.558937,33.840305
264,34.469696,31.439394,34.090908
265,34.71698,31.320753,33.962265
266,34.962406,31.203007,33.834587
267,34.831463,31.460676,33.707867
268,34.701492,31.343285,33.955227
269,34.57249,31.598515,33.829
270,34.814816,31.48148,33.7037
271,34.686348,31.365314,33.948338
272,34.558823,31.25,34.191177
273,34.432236,31.135532,34.432236
274,34.30657,31.021898,34.67153
275,34.545456,30.909092,34.545456
276,34.42029,31.159418,34.42029
277,34.29603,31.04693,34.65704
278,34.172665,31.294962,34.532375
279,34.408604,31.182796,34.408604
280,34.285717,31.071428,34.642857
281,34.1637,31.316727,34.519573
282,34.042553,31.205675,34.751774
283,34.27562,31.095406,34.628975
284,34.15493,31.338028,34.507042
285,34.035088,31.228071,34.736843
286,34.265736,31.118881,34.615387
287,34.146343,31.010452,34.84321
288,34.375,30.902779,34.72222
289,34.256058,31.141869,34.602077
290,34.13793,31.379309,34.482758
291,34.02062,31.271479,34.707905
292,33.90411,31.164383,34.931507
293,33.788395,31.399319,34.812286
294,33.67347,31.292517,35.03401
295,33.559322,31.525425,34.915253
296,33.783783,31.418919,34.797295
297,34.006733,31.31313,34.680134
298,33.892616,31.208054,34.89933
299,33.779263,31.10368,35.117058
300,34.0,31.0,35.0
301,33.887043,30.897009,35.215946
302,34.10596,30.7947,35.099335
303,34.323433,30.69307,34.983498
304,34.210526,30.592104,35.19737
305,34.42623,30.491802,35.081966
306,34.640522,30.392159,34.96732
307,34.85342,30.293161,34.85342
308,35.064934,30.194803,34.74026
309,34.951458,30.420712,34.62783
310,34.83871,30.645163,34.51613
311,35.048233,30.546623,34.405144
312,34.935898,30.448717,34.615387
313,34.824284,30.670925,34.50479
314,35.031845,30.57325,34.394905
315,34.920635,30.476192,34.603176
316,34.810127,30.379745,34.810127
317,34.700317,30.599367,34.700317
318,34.591194,30.81761,34.591194
319,34.482758,30.721003,34.796238
320,34.375,30.625,35.0
321,34.26791,30.529594,35.20249
322,34.16149,30.434782,35.403725
323,34.05573,30.650154,35.294117
324,33.95062,30.864197,35.185184
325,34.153847,30.769232,35.076923
326,34.04908,30.674849,35.276073
327,34.250763,30.58104,35.168194
328,34.451218,30.487806,35.060974
329,34.346504,30.69909,34.954407
330,34.242424,30.606062,35.151516
331,34.138973,30.815708,35.04532
332,34.036144,31.024096,34.93976
333,33.933933,30.930931,35.135136
334,33.832336,31.137726,35.029938
335,33.731346,31.044775,35.22388
336,33.63095,30.952381,35.416664
337,33.827892,30.860535,35.311573
338,33.72781,31.065088,35.2071
339,33.62832,30.973452,35.39823
340,33.52941,30.882353,35.588234
341,33.724342,30.79179,35.48387
342,33.91813,30.701754,35.380116
343,34.110786,30.612246,35.276966
344,34.01163,30.813953,35.174416
345,34.202896,30.724638,35.072464
346,34.393063,30.635838,34.971096
347,34.29395,30.835735,34.87032
348,34.195404,31.034481,34.770115
349,34.09742,30.945557,34.95702
350,34.0,30.857143,35.142857
351,33.903133,30.769232,35.327633
352,33.80682,30.681818,35.511364
353,33.994335,30.5949,35.410767
354,33.898308,30.79096,35.310734
355,33.802814,30.985916,35.21127
356,33.988766,30.898874,35.112362
357,34.17367,30.812326,35.014008
358,34.078213,31.005585,34.916203
359,33.983288,30.919222,35.097492
360,34.166668,30.833334,35.0
361,34.34903,30.747923,34.903046
362,34.254143,30.662983,35.082874
363,34.15978,30.853996,34.986225
364,34.065933,31.043955,34.89011
365,33.972603,31.232876,34.79452
366,33.87978,31.420765,34.699455
367,33.787464,31.607632,34.604904
368,33.695652,31.52174,34.782608
369,33.87534,31.436316,34.688347
370,33.783783,31.351353,34.864864
371,33.962265,31.266848,34.77089
372,34.139786,31.182796,34.677418
373,34.048256,31.099194,34.852547
374,33.95722,31.016043,35.026737
375,34.13333,30.933332,34.933334
376,34.30851,30.851063,34.840427
377,34.482758,30.769232,34.748013
378,34.656082,30.68783,34.656082
379,34.564644,30.60686,34.828495
380,34.736843,30.526316,34.736843
381,34.64567,30.708662,34.64567
382,34.554974,30.890053,34.554974
383,34.464752,31.070496,34.464752
384,34.375,30.989584,34.635414
385,34.285717,30.909092,34.805195
386,34.19689,31.088083,34.715027
387,34.10853,31.007751,34.88372
388,34.02062,31.185568,34.793816
389,33.933163,31.1054,34.961437
390,33.846153,31.025642,35.128204
391,33.75959,30.946291,35.294117
392,33.92857,30.867348,35.204082
393,33.84224,30.788803,35.368958
394,34.01015,30.710659,35.279186
395,34.177216,30.63291,35.189873
396,34.090908,30.555555,35.353535
397,34.005035,30.73048,35.264484
398,33.919598,30.904522,35.17588
399,34.085213,30.827066,35.08772
400,34.0,31.0,35.0
401,33.915215,30.922693,35.162094
402,34.0796,30.84577,35.074627
403,34.243176,30.769232,34.987595
404,34.40594,30.69307,34.90099
405,34.320988,30.864197,34.814816
406,34.23645,31.034481,34.729065
407,34.398033,30.958233,34.643734
408,34.31373,30.882353,34.80392
409,34.22983,31.051344,34.718826
410,34.390244,30.97561,34.634148
411,34.30657,30.900244,34.793186
412,34.46602,30.825243,34.70874
413,34.38257,30.750605,34.86683
414,34.299515,30.917873,34.782608
415,34.21687,30.843374,34.93976
416,34.134613,31.009615,34.855766
417,34.29257,30.935251,34.772182
418,34.210526,30.861244,34.92823
419,34.128876,30.78759,35.083534
420,34.04762,30.714285,35.238094
421,34.204273,30.641329,35.154392
422,34.123222,30.568718,35.308056
423,34.278957,30.496454,35.224586
424,34.198112,30.42453,35.377357
425,34.35294,30.352942,35.294117
426,34.507042,30.28169,35.21127
427,34.42623,30.210772,35.363
428,34.579437,30.140188,35.280373
429,34.731934,30.06993,35.198135
430,34.651165,30.000002,35.34884
431,34.570766,29.930395,35.49884
432,34.49074,30.092594,35.416664
433,34.642033,30.023094,35.334873
434,34.562214,30.184332,35.253456
435,34.712643,30.114943,35.172417
436,34.63303,30.275229,35.091743
437,34.782608,30.20595,35.01144
438,34.931507,30.136988,34.931507
439,35.079727,30.068338,34.851936
440,35.0,30.000002,35.0
441,34.920635,30.158731,34.920635
442,35.067875,30.0905,34.84163
443,34.988712,30.248308,34.762978
444,34.90991,30.405405,34.684685
445,34.831463,30.337078,34.831463
446,34.753365,30.493275,34.753365
447,34.675617,30.648771,34.675617
448,34.82143,30.580357,34.598213
449,34.96659,30.512249,34.52116
450,34.888885,30.666668,34.444447
451,34.81153,30.8204,34.368073
452,34.734516,30.752213,34.513275
453,34.878586,30.684328,34.437088
454,35.022026,30.61674,34.361233
455,34.945057,30.769232,34.285717
456,34.868423,30.701754,34.429825
457,35.01094,30.634573,34.35449
458,34.934498,30.567684,34.497814
459,34.858387,30.718956,34.422657
460,34.782608,30.652174,34.565216
461,34.92408,30.585682,34.49024
462,34.848484,30.735931,34.415585
463,34.77322,30.669546,34.557236
464,34.91379,30.603447,34.482758
465,34.83871,30.75269,34.408604
466,34.763947,30.901289,34.334763
467,34.90364,30.83512,34.261242
468,35.042736,30.769232,34.188034
469,35.181236,30.703625,34.11514
470,35.10638,30.638298,34.25532
471,35.031845,30.785564,34.18259
472,34.957626,30.720339,34.322037
473,34.88372,30.866808,34.249474
474,35.021095,30.801687,34.177216
475,34.94737,30.947369,34.105263
476,34.87395,31.092438,34.033615
477,34.80084,31.027254,34.17191
478,34.72803,31.171549,34.100418
479,34.8643,31.106472,34.02923
480,35.0,31.041666,33.958332
481,34.927235,30.97713,34.095634
482,34.854774,31.120333,34.0249
483,34.782608,31.26294,33.95445
484,34.917355,31.198347,33.8843
485,35.051544,31.134022,33.814434
486,34.979424,31.275719,33.744858
487,35.112934,31.211498,33.675564
488,35.040985,31.14754,33.811478
489,34.969322,31.083843,33.94683
490,34.89796,31.22449,33.877552
491,34.826885,31.160896,34.01222
492,34.756096,31.09756,34.146343
493,34.6856,31.237322,34.07708
494,34.615387,31.174091,34.210526
495,34.545456,31.31313,34.141415
496,34.475807,31.451612,34.072582
497,34.406437,31.589539,34.004025
498,34.33735,31.526104,34.136547
499,34.268536,31.462925,34.268536
500,34.4,31.400002,34.2
501,34.331337,31.536924,34.131737
502,34.26295,31.673306,34.063744
503,34.19483,31.809145,33.996025
504,34.126984,31.746033,34.126984
505,34.059406,31.683168,34.257427
506,33.992092,31.620554,34.387352
507,33.92505,31.558186,34.516766
508,33.858265,31.692913,34.448822
509,33.791748,31.630648,34.577602
510,33.92157,31.568628,34.509804
511,33.855186,31.702545,34.44227
512,33.984375,31.640625,34.375
513,33.91813,31.77388,34.30799
514,33.85214,31.906614,34.241245
515,33.786407,32.038834,34.17476
516,33.720932,32.170544,34.10853
517,33.655704,32.301743,34.042553
518,33.590733,32.43243,33.976833
519,33.71869,32.36994,33.91137
520,33.653847,32.307693,34.03846
521,33.589252,32.24568,34.165066
522,33.524902,32.37548,34.099617
523,33.652008,32.313576,34.034416
524,33.778625,32.25191,33.969463
525,33.904762,32.190475,33.904762
526,33.840305,32.31939,33.840305
527,33.776093,32.44782,33.776093
528,33.71212,32.386364,33.901516
529,33.64839,32.32514,34.026466
530,33.584904,32.264153,34.150944
531,33.52166,32.391716,34.086628
532,33.45865,32.330826,34.210526
533,33.39587,32.457787,34.146343
534,33.333336,32.397003,34.269665
535,33.457943,32.33645,34.20561
536,33.395523,32.27612,34.328358
537,33.519554,32.216015,34.264435
538,33.45725,32.156136,34.386616
539,33.395176,32.282005,34.32282
540,33.51852,32.22222,34.25926
541,33.456562,32.16266,34.380775
542,33.394833,32.10332,34.501846
543,33.333336,32.0442,34.622467
544,33.272057,31.985294,34.74265
545,33.394493,31.926605,34.6789
546,33.516483,31.868134,34.615387
547,33.638023,31.809872,34.552105
548,33.576645,31.751823,34.67153
549,33.69763,31.693989,34.60838
550,33.636364,31.818182,34.545456
551,33.756805,31.760437,34.482758
552,33.695652,31.88406,34.42029
553,33.81555,31.8264,34.358047
554,33.754513,31.949457,34.29603
555,33.873875,31.891891,34.234234
556,33.81295,32.01439,34.172665
557,33.931778,31.956911,34.111313
558,34.05018,31.899643,34.05018
559,33.989265,31.842577,34.168156
560,33.92857,31.964287,34.107143
561,33.86809,31.907309,34.224598
562,33.80783,31.850534,34.341637
563,33.9254,31.79396,34.28064
564,33.86525,31.73759,34.397163
565,33.80531,31.681416,34.513275
566,33.745583,31.62544,34.628975
567,33.862434,31.569666,34.5679
568,33.802814,31.514084,34.683098
569,33.74341,31.634447,34.622147
570,33.68421,31.754387,34.561405
571,33.625217,31.873905,34.500877
572,33.566433,31.818182,34.615387
573,33.507854,31.762653,34.729492
574,33.44948,31.881533,34.66899
575,33.565216,31.826088,34.608696
576,33.506947,31.770834,34.72222
577,33.448875,31.88908,34.662045
578,33.391006,32.00692,34.602077
579,33.333336,31.951641,34.715027
580,33.448277,31.896553,34.65517
581,33.390705,32.013767,34.595524
582,33.505154,31.958761,34.536083
583,33.447685,31.903946,34.64837
584,33.39041,31.849316,34.760273
585,33.333336,31.794872,34.871796
586,33.447098,31.740614,34.812286
587,33.39012,31.68654,34.92334
588,33.503403,31.632652,34.863945
589,33.6163,31.578945,34.804752
590,33.559322,31.525425,34.915253
591,33.502537,31.641287,34.85618
592,33.445946,31.756756,34.797295
593,33.389545,31.703203,34.907253
594,33.333336,31.818182,34.848484
595,33.277313,31.932774,34.789917
596,33.221478,32.046978,34.731544
597,33.333336,31.9933,34.673367
598,33.27759,31.939798,34.782608
599,33.38898,31.886477,34.72454
600,33.333336,32.0,34.666668
601,33.27787,32.113144,34.608986
602,33.22259,32.0598,34.717606
603,33.167496,32.17247,34.660034
604,33.112583,32.28477,34.60265
605,33.22314,32.231407,34.545456
606,33.168316,32.17822,34.653465
607,33.113674,32.28995,34.596375
608,33.223686,32.236843,34.539474
609,33.16913,32.34811,34.482758
610,33.27869,32.295082,34.42623
611,33.22422,32.242226,34.53355
612,33.169933,32.18954,34.640522
613,33.115826,32.300163,34.58401
614,33.06189,32.24756,34.69055
615,33.008133,32.357723,34.634148
616,32.954548,32.467533,34.577923
617,33.06321,32.41491,34.52188
618,33.00971,32.362457,34.62783
619,32.956383,32.47173,34.571888
620,32.90323,32.419353,34.677418
621,32.850243,32.52818,34.62158
622,32.79743,32.475883,34.72669
623,32.74478,32.423756,34.831463
624,32.692307,32.371796,34.935898
625,32.64,32.32,35.04
626,32.747604,32.268368,34.984024
627,32.695374,32.376396,34.92823
628,32.64331,32.484074,34.872612
629,32.591415,32.43243,34.97615
630,32.539684,32.539684,34.920635
631,32.646595,32.488113,34.86529
632,32.594936,32.594936,34.810127
633,32.543446,32.70142,34.755135
634,32.49211,32.64984,34.858044
635,32.598423,32.598423,34.80315
636,32.54717,32.54717,34.90566
637,32.49608,32.49608,35.00785
638,32.601883,32.44514,34.952976
639,32.550858,32.394367,35.05477
640,32.5,32.34375,35.15625
641,32.605305,32.293293,35.101406
642,32.554516,32.398754,35.04673
643,32.503887,32.503887,34.992226
644,32.453415,32.453415,35.093166
645,32.4031,32.55814,35.03876
646,32.352943,32.662537,34.98452
647,32.302937,32.766617,34.930447
648,32.407406,32.71605,34.876545
649,32.35747,32.819725,34.822803
650,32.307693,32.76923,34.923077
651,32.258064,32.718895,35.02304
652,32.208588,32.668713,35.1227
653,32.159267,32.771824,35.068913
654,32.262997,32.721714,35.01529
655,32.366413,32.671757,34.96183
656,32.317074,32.62195,35.060974
657,32.267883,32.5723,35.159817
658,32.37082,32.522797,35.10638
659,32.3217,32.62519,35.05311
660,32.272728,32.727272,35.0
661,32.223904,32.67776,35.098335
662,32.17523,32.6284,35.196377
663,32.126698,32.730015,35.143288
664,32.078316,32.831326,35.09036
665,32.18045,32.781956,35.037594
666,32.13213,32.732735,35.135136
667,32.083958,32.68366,35.232384
668,32.03593,32.78443,35.17964
669,31.988043,32.884903,35.127056
670,31.9403,32.985073,35.074627
671,31.892696,33.084946,35.022354
672,31.84524,33.18452,34.970238
673,31.946507,33.135216,34.918274
674,31.899109,33.086052,35.01484
675,32.0,33.037037,34.962963
676,32.10059,32.988167,34.911243
677,32.053177,33.08715,34.859676
678,32.153393,33.03835,34.80826
679,32.106037,33.136967,34.756996
680,32.058823,33.088234,34.85294
681,32.15859,33.039646,34.80176
682,32.258064,32.991203,34.750732
683,32.210835,32.9429,34.846268
684,32.163742,33.040936,34.795322
685,32.26277,32.9927,34.744526
686,32.215744,32.944607,34.83965
687,32.16885,33.042213,34.788937
688,32.122093,32.994186,34.88372
689,32.22061,32.946297,34.83309
690,32.31884,32.898552,34.782608
691,32.416786,32.85094,34.732273
692,32.36994,32.803467,34.826588
693,32.32323,32.75613,34.920635
694,32.276657,32.708935,35.01441
695,32.230217,32.66187,35.107914
696,32.327587,32.614944,35.05747
697,32.281204,32.56815,35.150642
698,32.378223,32.52149,35.10029
699,32.3319,32.618027,35.05007
700,32.42857,32.57143,35.0
701,32.382313,32.524963,35.092724
702,32.478634,32.478634,35.042736
703,32.43243,32.43243,35.135136
704,32.528408,32.386364,35.085228
705,32.624115,32.340424,35.03546
706,32.577904,32.43626,34.985836
707,32.673267,32.390385,34.93635
708,32.627117,32.485874,34.88701
709,32.722145,32.440056,34.8378
710,32.676056,32.53521,34.788734
711,32.770744,32.489452,34.739803
712,32.86517,32.44382,34.691013
713,32.819073,32.398315,34.782608
714,32.913166,32.352943,34.733894
715,33.006992,32.307693,34.685314
716,33.100555,32.26257,34.63687
717,33.193863,32.217575,34.588562
718,33.147633,32.1727,34.679665
719,33.10153,32.127956,34.770515
720,33.055557,32.22222,34.72222
721,33.148403,32.177532,34.674065
722,33.240997,32.132965,34.62604
723,33.195023,32.08852,34.71646
724,33.14917,32.18232,34.668507
725,33.24138,32.13793,34.62069
726,33.333336,32.093666,34.573
727,33.287483,32.187073,34.525448
728,33.241756,32.28022,34.47802
729,33.19616,32.23594,34.5679
730,33.150684,32.19178,34.657536
731,33.242134,32.147743,34.610123
732,33.19672,32.24044,34.56284
733,33.151432,32.196453,34.652115
734,33.106266,32.28883,34.604904
735,33.061226,32.380955,34.557823
736,33.152176,32.336956,34.510868
737,33.242874,32.293083,34.464043
738,33.19783,32.24932,34.552845
739,33.15291,32.341,34.50609
740,33.10811,32.43243,34.45946
741,33.063427,32.388664,34.54791
742,33.153637,32.345016,34.501347
743,33.109016,32.30148,34.5895
744,33.198925,32.258064,34.54301
745,33.15436,32.214764,34.630875
746,33.109917,32.171585,34.7185
747,33.065598,32.262383,34.67202
748,33.15508,32.219254,34.625668
749,33.110817,32.176235,34.712948
750,33.066666,32.266666,34.666668
751,33.155792,32.2237,34.620506
752,33.111702,32.31383,34.574467
753,33.06773,32.270916,34.661354
754,33.023872,32.36074,34.615387
755,32.980133,32.45033,34.56954
756,32.93651,32.539684,34.523808
757,32.892998,32.496696,34.610306
758,32.849606,32.453827,34.69657
759,32.938076,32.411068,34.650856
760,32.894737,32.368423,34.736843
761,32.982918,32.32589,34.691196
762,32.939632,32.283463,34.7769
763,33.027523,32.241154,34.731323
764,32.98429,32.32984,34.685863
765,33.071896,32.287582,34.640522
766,33.02872,32.24543,34.72585
767,32.985657,32.333767,34.680576
768,32.94271,32.291664,34.765625
769,33.029907,32.249676,34.720413
770,32.987015,32.207794,34.805195
771,32.94423,32.29572,34.76005
772,32.901554,32.383423,34.715027
773,32.988358,32.34153,34.670116
774,32.945736,32.42894,34.62532
775,33.03226,32.387096,34.580647
776,33.118557,32.34536,34.536083
777,33.07593,32.43243,34.491634
778,33.033417,32.51928,34.4473
779,32.991013,32.477535,34.53145
780,32.94872,32.435898,34.615387
781,32.90653,32.522408,34.571064
782,32.864452,32.608696,34.526855
783,32.82248,32.694763,34.482758
784,32.90816,32.65306,34.438778
785,32.86624,32.738853,34.394905
786,32.82443,32.6972,34.47837
787,32.78272,32.655655,34.561626
788,32.74112,32.74112,34.517765
789,32.69962,32.69962,34.60076
790,32.65823,32.65823,34.683544
791,32.61694,32.61694,34.76612
792,32.70202,32.575756,34.72222
793,32.66078,32.66078,34.678436
794,32.619648,32.74559,34.63476
795,32.704403,32.704403,34.591194
796,32.788944,32.663315,34.547737
797,32.747807,32.747807,34.504395
798,32.83208,32.706768,34.46115
799,32.916145,32.665833,34.418022
800,32.875,32.75,34.375
801,32.833958,32.709114,34.45693
802,32.79302,32.79302,34.413967
803,32.876713,32.752182,34.37111
804,32.9602,32.711445,34.328358
805,33.043476,32.670807,34.285717
806,33.00248,32.754345,34.243176
807,32.961586,32.83767,34.200745
808,32.92079,32.79703,34.282177
809,32.880096,32.880096,34.239803
810,32.839508,32.962963,34.19753
811,32.799015,32.922318,34.278667
812,32.75862,33.004925,34.23645
813,32.718327,32.964333,34.317345
814,32.80098,32.923832,34.275185
815,32.760735,32.883434,34.355827
816,32.72059,32.843136,34.43627
817,32.802937,32.802937,34.394123
818,32.762836,32.762836,34.474327
819,32.722836,32.844933,34.432236
820,32.80488,32.80488,34.390244
821,32.76492,32.886723,34.34836
822,32.72506,32.96837,34.30657
823,32.6853,33.04982,34.264885
824,32.64563,33.13107,34.2233
825,32.60606,33.212124,34.18182
826,32.687653,33.171913,34.140434
